timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2022-12-05T15:06:53,codecarbon,d19b73ce-d495-4ba9-9ac5-e840d79a249c,0.0015490055084228516,3.1519697772132033e-10,0.00020348344535084574,14.0,0.0,3.0,4.88069322374132e-09,0,8.501609166463216e-10,5.730854140387642e-09,France,FRA,,,,macOS-13.0.1-x86_64-i386-64bit,3.10.7,4,Intel(R) Core(TM) i5-8259U CPU @ 2.30GHz,,,,,8.0,machine,N
